Buy/Sell,Instrument,CALL/PUT,Price in BTC,Price in $,Volatility,Amount BTC traded,Amount BTC 2,Theo profit,Mark Price,Prix actuel BTC,Date,Asset,Maturity,Strike,Type,Deribit_Instrument,Bid,Ask,is_active
buy,BTC-25APR25-92000-P,PUT,0.1465,12074.82,0.5720000000000001,3.0,3.0,0.0146,0.1416,82421.95,"16 Mar 2025, 22:44:59",BTC,2025-04-25,92000.0,P,BTC-25APR25-92000-P,0.21,0.216,True
buy,BTC-25APR25-80000-P,PUT,0.053,4368.21,0.534,0.5,0.5,0.0002,0.0534,82419.15,"16 Mar 2025, 22:44:50",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-60000-P,PUT,0.0055,452.15,0.654,3.5,3.5,0.0005,0.0054,82209.02,"16 Mar 2025, 22:37:41",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-90000-C,CALL,0.0375,3087.4,0.536,0.1,0.1,0.0001,0.0368,82330.65,"16 Mar 2025, 22:35:24",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
buy,BTC-25APR25-100000-C,CALL,0.014,1152.58,0.5379999999999999,0.1,0.1,0.0,0.0143,82326.98,"16 Mar 2025, 22:32:17",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-106000-C,CALL,0.008,658.97,0.55,0.1,0.1,0.0,0.0082,82370.82,"16 Mar 2025, 22:22:05",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
sell,BTC-25APR25-85000-C,CALL,0.058,4785.11,0.528,0.5,0.5,0.0002,0.0584,82501.95,"16 Mar 2025, 22:15:49",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-116000-C,CALL,0.0035,289.02,0.578,0.1,0.1,0.0,0.0036,82576.45,"16 Mar 2025, 22:12:01",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
sell,BTC-25APR25-95000-C,CALL,0.023,1891.77,0.537,0.1,0.1,0.0,0.0232,82250.75,"16 Mar 2025, 22:09:39",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-95000-C,CALL,0.023,1892.56,0.536,0.1,0.1,0.0,0.0232,82285.01,"16 Mar 2025, 22:09:39",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-95000-C,CALL,0.023,1892.56,0.536,0.2,0.2,0.0,0.0232,82285.01,"16 Mar 2025, 22:09:38",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-95000-C,CALL,0.023,1892.56,0.536,2.7,2.7,0.0007,0.0232,82285.01,"16 Mar 2025, 22:09:38",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-102000-C,CALL,0.012,989.43,0.545,0.1,0.1,0.0,0.0119,82452.27,"16 Mar 2025, 22:09:35",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-98000-C,CALL,0.018,1489.87,0.536,0.1,0.1,0.0,0.018,82770.31,"16 Mar 2025, 21:39:13",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-100000-C,CALL,0.015,1241.92,0.539,0.1,0.1,0.0,0.0149,82794.68,"16 Mar 2025, 21:38:42",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-96000-C,CALL,0.022,1822.69,0.5329999999999999,0.1,0.1,0.0,0.0221,82849.48,"16 Mar 2025, 21:35:52",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.022,1822.93,0.5329999999999999,0.1,0.1,0.0,0.0221,82860.55,"16 Mar 2025, 21:32:26",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.022,1822.89,0.5329999999999999,0.1,0.1,0.0,0.0221,82858.75,"16 Mar 2025, 21:32:23",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-98000-C,CALL,0.0185,1534.0,0.537,2.7,2.7,0.0009,0.0182,82919.02,"16 Mar 2025, 21:28:01",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.0185,1534.0,0.537,6.0,6.0,0.002,0.0182,82919.02,"16 Mar 2025, 21:28:01",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-116000-C,CALL,0.0035,290.22,0.573,0.1,0.1,0.0,0.0037,82920.16,"16 Mar 2025, 21:27:14",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-102000-C,CALL,0.013,1077.96,0.5479999999999999,0.1,0.1,0.0,0.0125,82920.16,"16 Mar 2025, 21:27:14",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-95000-C,CALL,0.0245,2033.93,0.53,5.0,5.0,0.0001,0.0245,83017.48,"16 Mar 2025, 21:08:32",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-108000-C,CALL,0.007,581.27,0.5479999999999999,0.1,0.1,0.0,0.0072,83038.28,"16 Mar 2025, 21:06:14",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-106000-C,CALL,0.009,747.95,0.552,0.1,0.1,0.0,0.0089,83105.82,"16 Mar 2025, 20:27:30",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
sell,BTC-25APR25-85000-C,CALL,0.062,5156.49,0.532,0.1,0.1,0.0,0.0619,83169.16,"16 Mar 2025, 20:27:29",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-100000-C,CALL,0.0155,1289.99,0.535,0.1,0.1,0.0,0.0155,83225.2,"16 Mar 2025, 20:21:47",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-70000-P,PUT,0.0155,1291.81,0.57,0.4,0.4,0.0002,0.016,83342.69,"16 Mar 2025, 20:17:05",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
sell,BTC-25APR25-100000-P,PUT,0.209,17431.94,0.534,0.4,0.4,0.0001,0.2092,83406.42,"16 Mar 2025, 20:16:02",BTC,2025-04-25,100000.0,P,BTC-25APR25-100000-P,0.312,0.3175,True
buy,BTC-25APR25-85000-C,CALL,0.062,5164.31,0.526,0.5,0.5,0.0002,0.0625,83295.27,"16 Mar 2025, 20:11:20",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-116000-C,CALL,0.0036,299.75,0.569,0.1,0.1,0.0,0.0037,83263.39,"16 Mar 2025, 20:05:42",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
sell,BTC-25APR25-85000-C,CALL,0.0615,5115.52,0.527,0.5,0.5,0.0002,0.0618,83179.25,"16 Mar 2025, 20:04:52",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-102000-C,CALL,0.013,1081.7,0.541,0.1,0.1,0.0,0.0128,83207.92,"16 Mar 2025, 20:03:42",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-106000-C,CALL,0.0085,706.12,0.544,0.1,0.1,0.0,0.0086,83072.72,"16 Mar 2025, 20:02:44",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
sell,BTC-25APR25-86000-C,CALL,0.057,4738.48,0.532,0.5,0.5,0.0002,0.0567,83131.16,"16 Mar 2025, 19:53:55",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
sell,BTC-25APR25-116000-C,CALL,0.0036,299.54,0.57,0.1,0.1,0.0,0.0038,83206.63,"16 Mar 2025, 19:27:26",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
sell,BTC-25APR25-108000-C,CALL,0.007,582.45,0.545,0.1,0.1,0.0,0.0074,83206.94,"16 Mar 2025, 19:27:26",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-115000-C,CALL,0.004,330.94,0.578,0.1,0.1,0.0,0.0038,82734.5,"16 Mar 2025, 19:17:04",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
buy,BTC-25APR25-110000-P,PUT,0.3285,27201.82,0.564,0.1,0.1,0.0001,0.3274,82806.16,"16 Mar 2025, 19:17:02",BTC,2025-04-25,110000.0,P,BTC-25APR25-110000-P,0.44,0.4485,True
buy,BTC-25APR25-92000-P,PUT,0.1385,11468.65,0.535,0.1,0.1,0.0001,0.1375,82806.16,"16 Mar 2025, 19:17:02",BTC,2025-04-25,92000.0,P,BTC-25APR25-92000-P,0.21,0.216,True
buy,BTC-25APR25-94000-P,PUT,0.157,13005.02,0.5379999999999999,0.1,0.1,0.0002,0.1547,82834.51,"16 Mar 2025, 19:17:02",BTC,2025-04-25,94000.0,P,BTC-25APR25-94000-P,0.2355,0.241,True
buy,BTC-25APR25-96000-P,PUT,0.1765,14620.29,0.542,0.3,0.3,0.0007,0.174,82834.51,"16 Mar 2025, 19:17:02",BTC,2025-04-25,96000.0,P,BTC-25APR25-96000-P,0.2605,0.267,True
buy,BTC-25APR25-102000-P,PUT,0.239,19797.45,0.5529999999999999,0.3,0.3,0.0009,0.2361,82834.51,"16 Mar 2025, 19:17:02",BTC,2025-04-25,102000.0,P,BTC-25APR25-102000-P,0.338,0.3445,True
buy,BTC-25APR25-130000-P,PUT,0.564,46718.66,0.6509999999999999,0.3,0.3,0.0009,0.561,82834.51,"16 Mar 2025, 19:17:02",BTC,2025-04-25,130000.0,P,BTC-25APR25-130000-P,0.701,0.7115,True
buy,BTC-25APR25-110000-P,PUT,0.3285,27211.14,0.573,0.2,0.2,0.0006,0.3255,82834.51,"16 Mar 2025, 19:17:01",BTC,2025-04-25,110000.0,P,BTC-25APR25-110000-P,0.44,0.4485,True
buy,BTC-25APR25-106000-P,PUT,0.283,23442.17,0.561,0.3,0.3,0.0008,0.2802,82834.51,"16 Mar 2025, 19:17:01",BTC,2025-04-25,106000.0,P,BTC-25APR25-106000-P,0.389,0.3955,True
buy,BTC-25APR25-160000-P,PUT,0.9235,76497.67,0.804,0.3,0.3,0.001,0.92,82834.51,"16 Mar 2025, 19:17:01",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
buy,BTC-25APR25-108000-P,PUT,0.3055,25305.94,0.564,0.3,0.3,0.0008,0.3027,82834.51,"16 Mar 2025, 19:17:01",BTC,2025-04-25,108000.0,P,BTC-25APR25-108000-P,0.415,0.423,True
buy,BTC-25APR25-135000-P,PUT,0.6235,51647.32,0.6579999999999999,0.3,0.3,0.0008,0.6207,82834.51,"16 Mar 2025, 19:17:01",BTC,2025-04-25,135000.0,P,BTC-25APR25-135000-P,0.7675,0.7775,True
buy,BTC-25APR25-150000-P,PUT,0.803,66510.55,0.664,0.3,0.3,0.0008,0.8002,82827.58,"16 Mar 2025, 19:17:01",BTC,2025-04-25,150000.0,P,BTC-25APR25-150000-P,0.9635,0.975,True
buy,BTC-25APR25-150000-P,PUT,0.803,66510.55,0.664,0.3,0.3,0.0008,0.8002,82827.58,"16 Mar 2025, 19:17:01",BTC,2025-04-25,150000.0,P,BTC-25APR25-150000-P,0.9635,0.975,True
buy,BTC-25APR25-115000-P,PUT,0.3865,32012.86,0.588,0.3,0.3,0.0009,0.3835,82827.58,"16 Mar 2025, 19:17:00",BTC,2025-04-25,115000.0,P,BTC-25APR25-115000-P,0.5055,0.5145,True
buy,BTC-25APR25-160000-P,PUT,0.9225,76527.88,0.943,0.3,0.3,0.0009,0.9195,82957.05,"16 Mar 2025, 19:16:58",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
sell,BTC-25APR25-100000-C,CALL,0.0155,1288.4,0.537,0.1,0.1,0.0,0.0154,83122.77,"16 Mar 2025, 19:16:17",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-100000-C,CALL,0.0155,1288.96,0.536,0.1,0.1,0.0,0.0155,83158.73,"16 Mar 2025, 19:16:12",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-80000-P,PUT,0.0495,4118.75,0.537,0.1,0.1,0.0,0.0493,83207.03,"16 Mar 2025, 19:14:31",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-92000-C,CALL,0.0335,2787.61,0.531,0.1,0.1,0.0,0.0333,83212.13,"16 Mar 2025, 19:14:26",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
buy,BTC-25APR25-65000-P,PUT,0.009,748.47,0.611,0.1,0.1,0.0,0.0092,83163.49,"16 Mar 2025, 19:14:00",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
sell,BTC-25APR25-102000-C,CALL,0.0135,1127.65,0.541,0.1,0.1,0.0,0.0133,83529.58,"16 Mar 2025, 19:11:29",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-108000-C,CALL,0.0075,630.04,0.539,0.1,0.1,0.0001,0.008,84005.53,"16 Mar 2025, 18:28:01",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-118000-C,CALL,0.0033,277.22,0.5710000000000001,0.1,0.1,0.0,0.0035,84005.53,"16 Mar 2025, 18:28:01",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-102000-C,CALL,0.014,1172.72,0.542,0.1,0.1,0.0,0.0137,83765.71,"16 Mar 2025, 18:06:03",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-100000-C,CALL,0.017,1427.24,0.535,0.9,0.9,0.0001,0.0169,83955.49,"16 Mar 2025, 17:58:12",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-94000-C,CALL,0.03,2518.87,0.53,1.0,1.0,0.0002,0.0298,83962.32,"16 Mar 2025, 17:58:10",BTC,2025-04-25,94000.0,C,BTC-25APR25-94000-C,0.0037,0.004,True
buy,BTC-25APR25-96000-C,CALL,0.025,2099.42,0.532,1.0,1.0,0.0002,0.0248,83976.8,"16 Mar 2025, 17:58:02",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-100000-C,CALL,0.0165,1382.16,0.534,0.1,0.1,0.0,0.0165,83767.56,"16 Mar 2025, 17:50:52",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-84000-C,CALL,0.07,5853.73,0.5329999999999999,0.1,0.1,0.0,0.0697,83624.66,"16 Mar 2025, 17:47:00",BTC,2025-04-25,84000.0,C,BTC-25APR25-84000-C,0.0185,0.0195,True
sell,BTC-25APR25-84000-P,PUT,0.0695,5817.56,0.534,0.1,0.1,0.0,0.0691,83705.92,"16 Mar 2025, 17:43:07",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-108000-C,CALL,0.007,584.62,0.539,0.1,0.1,0.0001,0.0076,83516.86,"16 Mar 2025, 17:28:29",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-116000-C,CALL,0.0037,309.02,0.568,0.1,0.1,0.0,0.0038,83517.85,"16 Mar 2025, 17:28:29",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-102000-C,CALL,0.0145,1219.45,0.54,0.1,0.1,0.0,0.0143,84100.02,"16 Mar 2025, 17:09:30",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-60000-P,PUT,0.005,417.7,0.664,0.1,0.1,0.0,0.0052,83539.53,"16 Mar 2025, 16:58:15",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-96000-C,CALL,0.025,2096.98,0.535,1.0,1.0,0.0003,0.0247,83879.17,"16 Mar 2025, 16:50:24",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-74000-P,PUT,0.0235,1976.26,0.556,0.1,0.1,0.0,0.0236,84096.14,"16 Mar 2025, 16:33:32",BTC,2025-04-25,74000.0,P,BTC-25APR25-74000-P,0.0415,0.043,True
buy,BTC-25APR25-80000-P,PUT,0.045,3787.7,0.536,0.1,0.1,0.0,0.0449,84171.09,"16 Mar 2025, 16:32:49",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-94000-C,CALL,0.0305,2569.54,0.527,0.1,0.1,0.0,0.0306,84247.33,"16 Mar 2025, 16:31:55",BTC,2025-04-25,94000.0,C,BTC-25APR25-94000-C,0.0037,0.004,True
sell,BTC-25APR25-85000-C,CALL,0.0675,5689.73,0.528,0.1,0.1,0.0,0.0675,84292.26,"16 Mar 2025, 16:31:33",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-70000-P,PUT,0.014,1180.15,0.5720000000000001,0.1,0.1,0.0001,0.0146,84296.51,"16 Mar 2025, 16:24:01",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-85000-C,CALL,0.067,5647.1,0.525,0.5,0.5,0.0002,0.0675,84285.12,"16 Mar 2025, 16:20:01",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-60000-P,PUT,0.0046,388.41,0.669,0.1,0.1,0.0,0.0048,84436.03,"16 Mar 2025, 16:19:17",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-84000-P,PUT,0.0645,5446.74,0.529,0.8,0.8,0.0004,0.064,84445.58,"16 Mar 2025, 16:18:39",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.0645,5446.74,0.529,9.2,9.2,0.0048,0.064,84445.58,"16 Mar 2025, 16:18:39",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-85000-C,CALL,0.068,5743.93,0.524,1.0,1.0,0.0005,0.0685,84469.53,"16 Mar 2025, 16:17:48",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-84000-P,PUT,0.066,5560.97,0.532,5.7,5.7,0.0035,0.0654,84257.08,"16 Mar 2025, 16:16:17",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.066,5559.95,0.532,0.1,0.1,0.0,0.0655,84241.6,"16 Mar 2025, 16:16:10",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.066,5559.16,0.531,2.2,2.2,0.0009,0.0656,84229.64,"16 Mar 2025, 16:16:09",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.066,5558.67,0.531,2.0,2.0,0.0008,0.0656,84222.25,"16 Mar 2025, 16:16:08",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-86000-P,PUT,0.0795,6680.4,0.524,9.9,9.9,0.0006,0.0794,84030.25,"16 Mar 2025, 16:11:07",BTC,2025-04-25,86000.0,P,BTC-25APR25-86000-P,0.14,0.145,True
sell,BTC-25APR25-120000-C,CALL,0.003,252.63,0.58,0.2,0.2,0.0,0.003,84210.62,"16 Mar 2025, 16:11:03",BTC,2025-04-25,120000.0,C,BTC-25APR25-120000-C,0.0002,0.0003,True
buy,BTC-25APR25-92000-C,CALL,0.0385,3265.31,0.523,0.1,0.1,0.0001,0.0393,84813.29,"16 Mar 2025, 16:09:41",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
buy,BTC-25APR25-70000-P,PUT,0.014,1188.49,0.5870000000000001,0.9,0.9,0.0007,0.0132,84891.79,"16 Mar 2025, 16:09:19",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-70000-P,PUT,0.014,1188.55,0.588,0.1,0.1,0.0001,0.0134,84896.22,"16 Mar 2025, 16:09:08",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-102000-C,CALL,0.0155,1315.29,0.534,1.0,1.0,0.0,0.0155,84857.41,"16 Mar 2025, 16:09:04",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-105000-C,CALL,0.0115,974.9,0.5379999999999999,1.0,1.0,0.0004,0.0119,84774.1,"16 Mar 2025, 16:09:02",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
buy,BTC-25APR25-105000-C,CALL,0.0115,974.9,0.5379999999999999,0.5,0.5,0.0002,0.0119,84774.1,"16 Mar 2025, 16:09:02",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
buy,BTC-25APR25-112000-C,CALL,0.006,508.64,0.551,0.1,0.1,0.0,0.0062,84774.01,"16 Mar 2025, 16:09:00",BTC,2025-04-25,112000.0,C,BTC-25APR25-112000-C,0.0005,0.0007,True
buy,BTC-25APR25-115000-C,CALL,0.0046,389.89,0.5579999999999999,0.1,0.1,0.0,0.0049,84759.48,"16 Mar 2025, 16:08:59",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
buy,BTC-25APR25-114000-C,CALL,0.005,423.8,0.5579999999999999,0.1,0.1,0.0,0.0053,84759.48,"16 Mar 2025, 16:08:58",BTC,2025-04-25,114000.0,C,BTC-25APR25-114000-C,0.0004,0.0006,True
buy,BTC-25APR25-104000-C,CALL,0.0125,1057.67,0.5379999999999999,1.0,1.0,0.0001,0.0126,84613.71,"16 Mar 2025, 16:08:58",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
buy,BTC-25APR25-102000-C,CALL,0.015,1267.89,0.536,1.0,1.0,0.0001,0.0151,84526.09,"16 Mar 2025, 16:08:57",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-85000-P,PUT,0.0695,5874.56,0.526,0.8,0.8,0.0006,0.0703,84526.09,"16 Mar 2025, 16:08:56",BTC,2025-04-25,85000.0,P,BTC-25APR25-85000-P,0.13,0.135,True
sell,BTC-25APR25-75000-P,PUT,0.0255,2154.55,0.556,0.5,0.5,0.0,0.0255,84492.26,"16 Mar 2025, 16:08:56",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
sell,BTC-25APR25-85000-P,PUT,0.0705,5948.24,0.526,0.1,0.1,0.0001,0.0714,84372.17,"16 Mar 2025, 16:08:49",BTC,2025-04-25,85000.0,P,BTC-25APR25-85000-P,0.13,0.135,True
sell,BTC-25APR25-100000-C,CALL,0.018,1519.95,0.534,0.1,0.1,0.0,0.0178,84441.85,"16 Mar 2025, 16:08:38",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-115000-C,CALL,0.0045,379.85,0.562,0.1,0.1,0.0,0.0046,84410.37,"16 Mar 2025, 16:08:36",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
buy,BTC-25APR25-115000-C,CALL,0.0045,379.85,0.562,0.1,0.1,0.0,0.0046,84410.37,"16 Mar 2025, 16:08:36",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
buy,BTC-25APR25-110000-C,CALL,0.007,590.59,0.55,0.1,0.1,0.0,0.0069,84369.59,"16 Mar 2025, 16:08:36",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-100000-P,PUT,0.197,16620.81,0.532,0.3,0.3,0.0017,0.2026,84369.59,"16 Mar 2025, 16:08:35",BTC,2025-04-25,100000.0,P,BTC-25APR25-100000-P,0.312,0.3175,True
buy,BTC-25APR25-105000-C,CALL,0.011,925.11,0.545,0.1,0.1,0.0,0.0108,84100.88,"16 Mar 2025, 16:08:34",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
buy,BTC-25APR25-106000-C,CALL,0.01,841.01,0.546,0.2,0.2,0.0,0.0098,84100.88,"16 Mar 2025, 16:08:34",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-106000-C,CALL,0.01,841.01,0.546,0.1,0.1,0.0,0.0098,84100.88,"16 Mar 2025, 16:08:34",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-102000-C,CALL,0.0145,1219.46,0.539,0.9,0.9,0.0003,0.0142,84100.88,"16 Mar 2025, 16:08:34",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-102000-C,CALL,0.014,1173.34,0.54,0.1,0.1,0.0,0.0139,83809.88,"16 Mar 2025, 16:07:59",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-116000-C,CALL,0.0039,326.41,0.57,0.1,0.1,0.0,0.0041,83695.71,"16 Mar 2025, 16:07:19",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-98000-C,CALL,0.02,1673.91,0.5329999999999999,0.2,0.2,0.0,0.02,83695.71,"16 Mar 2025, 16:07:19",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-82000-C,CALL,0.0825,6904.9,0.535,0.2,0.2,0.0001,0.0822,83695.71,"16 Mar 2025, 16:07:18",BTC,2025-04-25,82000.0,C,BTC-25APR25-82000-C,0.0245,0.0255,True
buy,BTC-25APR25-108000-C,CALL,0.0075,626.04,0.5479999999999999,0.1,0.1,0.0,0.0076,83471.78,"16 Mar 2025, 16:05:20",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
